EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL
UFC Fight Night: Lewis vs. Nascimento ,Derrick Lewis  vs. Rodrigo Nascimento ,W/L,Heavyweight Bout,KO/TKO ,3,0:49,5 Rnd (5-5-5-5-5),Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/6f0f84075fa1a4b0
UFC Fight Night: Lewis vs. Nascimento ,Joaquin Buckley  vs. Nursulton Ruziboev ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Henry Guery 27 - 30.Chris Lee 26 - 30.Sal D'amato 27 - 29.,http://ufcstats.com/fight-details/b78a222fb448aed4
UFC Fight Night: Lewis vs. Nascimento ,Alonzo Menifield  vs. Carlos Ulberg ,L/W,Light Heavyweight Bout,KO/TKO ,1,0:12,3 Rnd (5-5-5),Nick Berens,Punches to Head At Distance ,http://ufcstats.com/fight-details/a049c12f43914449
UFC Fight Night: Lewis vs. Nascimento ,Diego Ferreira  vs. Mateusz Rebecki ,W/L,Lightweight Bout,KO/TKO ,3,4:51,3 Rnd (5-5-5),Gary Copeland,Punches to Head From Mount ,http://ufcstats.com/fight-details/6c67aa7063717a0c
UFC Fight Night: Lewis vs. Nascimento ,Alex Caceres  vs. Sean Woodson ,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Sal D'amato 28 - 29.Brian Puccillo 28 - 29.Henry Guery 27 - 30.,http://ufcstats.com/fight-details/8aa07b6cc40f0cb2
UFC Fight Night: Lewis vs. Nascimento ,Waldo Cortes-Acosta  vs. Robelis Despaigne ,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Stewart,Chris Lee 26 - 30.David Huyette 27 - 30.Travis Buesking 27 - 30.,http://ufcstats.com/fight-details/e98eb6de29c62c9c
UFC Fight Night: Lewis vs. Nascimento ,Chase Hooper  vs. Viacheslav Borshchev ,W/L,Lightweight Bout,Submission ,2,3:00,3 Rnd (5-5-5),Keith Peterson,D'Arce Choke On Ground ,http://ufcstats.com/fight-details/420a5e3b4010ebef
UFC Fight Night: Lewis vs. Nascimento ,Terrance McKinney  vs. Esteban Ribovics ,L/W,Lightweight Bout,KO/TKO ,1,0:37,3 Rnd (5-5-5),Gary Copeland,Kick to Head At Distance ,http://ufcstats.com/fight-details/8d9bcbb48888a5a3
UFC Fight Night: Lewis vs. Nascimento ,Tabatha Ricci  vs. Tecia Pennington ,W/L,Women's Strawweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Nick Berens,Brian Puccillo 28 - 29.Rob Francis 29 - 28.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/13d8d5cd83e5b57e
UFC Fight Night: Lewis vs. Nascimento ,Billy Ray Goff  vs. Trey Waters ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Stewart,Sal D'amato 27 - 30.David Huyette 27 - 30.Travis Buesking 28 - 29.,http://ufcstats.com/fight-details/ec5d705232983b87
UFC Fight Night: Lewis vs. Nascimento ,Charles Johnson  vs. Jake Hadley ,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Gary Copeland,Brian Puccillo 28 - 29.Sal D'amato 28 - 29.Henry Guery 28 - 29.,http://ufcstats.com/fight-details/4b45f190122a1ce1
UFC Fight Night: Lewis vs. Nascimento ,JJ Aldrich  vs. Veronica Hardy ,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Stewart,Henry Guery 28 - 29.Chris Lee 28 - 29.Rob Francis 28 - 29.,http://ufcstats.com/fight-details/ccf3b6eda4c2a564
UFC 301: Pantoja vs. Erceg ,Alexandre Pantoja  vs. Steve Erceg ,W/L,UFC Flyweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Fabio Alves 47 - 48.Sal D'amato 47 - 48.Dave Tirelli 46 - 49.,http://ufcstats.com/fight-details/3f419fce8ba8aa0e
UFC 301: Pantoja vs. Erceg ,Jose Aldo  vs. Jonathan Martinez ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Rafael Ferreira 27 - 30.Ben Cartlidge 27 - 30.David Lethaby 27 - 30.,http://ufcstats.com/fight-details/b3d88eaea611a4a8
UFC 301: Pantoja vs. Erceg ,Anthony Smith  vs. Vitor Petrino ,W/L,Light Heavyweight Bout,Submission ,1,2:00,3 Rnd (5-5-5),Osiris Maia,Guillotine Choke In Clinch ,http://ufcstats.com/fight-details/a8718a3419a11e15
UFC 301: Pantoja vs. Erceg ,Michel Pereira  vs. Ihor Potieria ,W/L,Middleweight Bout,Submission ,1,0:54,3 Rnd (5-5-5),Fernando Portella,Guillotine Choke Standing ,http://ufcstats.com/fight-details/3e74caa9fff4a5eb
UFC 301: Pantoja vs. Erceg ,Paul Craig  vs. Caio Borralho ,L/W,Middleweight Bout,KO/TKO ,2,2:10,3 Rnd (5-5-5),Marc Goddard,Punches to Head At Distance ,http://ufcstats.com/fight-details/2db0998b24c11ea0
UFC 301: Pantoja vs. Erceg ,Jack Shore  vs. Joanderson Brito ,L/W,Featherweight Bout,TKO - Doctor's Stoppage ,2,3:35,3 Rnd (5-5-5),Joao Claudio Soares,Leg cut ,http://ufcstats.com/fight-details/c456b1950208e0b2
UFC 301: Pantoja vs. Erceg ,Karolina Kowalkiewicz  vs. Iasmin Lucindo ,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Osiris Maia,Fabio Alves 27 - 30.Sal D'amato 27 - 30.Dave Tirelli 27 - 30.,http://ufcstats.com/fight-details/c84a29f426f1aab7
UFC 301: Pantoja vs. Erceg ,Elves Brener  vs. Myktybek Orolbai ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Fernando Portella,Fabio Alves 27 - 29.Sal D'amato 27 - 29.Dave Tirelli 27 - 29.,http://ufcstats.com/fight-details/8a121f9c48f3773c
UFC 301: Pantoja vs. Erceg ,Joaquim Silva  vs. Drakkar Klose ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Rafael Ferreira 28 - 29.Ben Cartlidge 28 - 29.David Lethaby 28 - 29.,http://ufcstats.com/fight-details/2faf5b8d708f8e94
UFC 301: Pantoja vs. Erceg ,Mauricio Ruffy  vs. Jamie Mullarkey ,W/L,Lightweight Bout,KO/TKO ,1,4:42,3 Rnd (5-5-5),Osiris Maia,Punches to Head At Distance ,http://ufcstats.com/fight-details/b9de363e6b406853
UFC 301: Pantoja vs. Erceg ,Dione Barbosa  vs. Ernesta Kareckaite ,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Fernando Portella,Fabio Alves 28 - 29.Sal D'amato 28 - 29.Dave Tirelli 28 - 29.,http://ufcstats.com/fight-details/4661e9ca9354021e
UFC 301: Pantoja vs. Erceg ,Ismael Bonfim  vs. Vinc Pichel ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Rafael Ferreira 27 - 30.Ben Cartlidge 27 - 30.David Lethaby 27 - 30.,http://ufcstats.com/fight-details/89db7aca37b87711
UFC 301: Pantoja vs. Erceg ,Alessandro Costa  vs. Kevin Borjas ,W/L,Flyweight Bout,KO/TKO ,2,1:35,3 Rnd (5-5-5),Joao Claudio Soares,Punches to Head From Mount ,http://ufcstats.com/fight-details/fe0f1b418e6d3ecb
UFC Fight Night: Nicolau vs. Perez ,Matheus Nicolau  vs. Alex Perez ,L/W,Flyweight Bout,KO/TKO ,2,2:16,5 Rnd (5-5-5-5-5),Mark Smith,Punch to Head At Distance ,http://ufcstats.com/fight-details/a0cae57eae875820
UFC Fight Night: Nicolau vs. Perez ,Ryan Spann  vs. Bogdan Guskov ,L/W,Light Heavyweight Bout,KO/TKO ,2,3:16,3 Rnd (5-5-5),Herb Dean,Punches to Head From Guard ,http://ufcstats.com/fight-details/f41e83de703acf85
UFC Fight Night: Nicolau vs. Perez ,Ariane da Silva  vs. Karine Silva ,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Adalaide Byrd 27 - 30.Mike Bell 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/45de6d0b9cf5451c
UFC Fight Night: Nicolau vs. Perez ,Austen Lane  vs. Jhonata Diniz ,L/W,Heavyweight Bout,KO/TKO ,2,2:12,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance ,http://ufcstats.com/fight-details/dae70ccdf9e7475e
UFC Fight Night: Nicolau vs. Perez ,Jonathan Pearce  vs. David Onama ,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Eric Colon 28 - 29.Sal D'amato 28 - 29.Jerin Valel 28 - 29.,http://ufcstats.com/fight-details/7ca5604d99220e88
UFC Fight Night: Nicolau vs. Perez ,Tim Means  vs. Uros Medic ,L/W,Welterweight Bout,KO/TKO ,1,2:09,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/6ea77cb62aa2f276
UFC Fight Night: Nicolau vs. Perez ,Rani Yahya  vs. Victor Henry ,L/W,Bantamweight Bout,KO/TKO ,3,2:36,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance ,http://ufcstats.com/fight-details/55231cc4112334b4
UFC Fight Night: Nicolau vs. Perez ,Austin Hubbard  vs. Michal Figlak ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29.Eric Colon 28 - 29.Bryan Miner 28 - 29.,http://ufcstats.com/fight-details/681cd3cc6299d652
UFC Fight Night: Nicolau vs. Perez ,Don'Tale Mayes  vs. Caio Machado ,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/417049c7a3d65ccc
UFC Fight Night: Nicolau vs. Perez ,Marnic Mann  vs. Ketlen Souza ,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 27 - 30.Sal D'amato 27 - 30.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/4915c8a588513c22
UFC Fight Night: Nicolau vs. Perez ,James Llontop  vs. Chris Padilla ,L/W,Lightweight Bout,Submission ,1,4:33,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/0a85b3ad328205ff
UFC Fight Night: Nicolau vs. Perez ,Ivana Petrovic  vs. Liang Na ,W/L,Women's Flyweight Bout,Submission ,3,1:29,3 Rnd (5-5-5),Chris Tognoni,Arm Triangle From Mount ,http://ufcstats.com/fight-details/1631f70535ae5dcc
UFC Fight Night: Nicolau vs. Perez ,Gabriel Benitez  vs.  Maheshate ,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Bryan Miner 28 - 29.Eric Colon 29 - 28.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/0976778a6e6cf8a8
UFC 300: Pereira vs. Hill ,Alex Pereira  vs. Jamahal Hill ,W/L,UFC Light Heavyweight Title Bout,KO/TKO ,1,3:14,5 Rnd (5-5-5-5-5),Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/e4931f3ab3bf4141
UFC 300: Pereira vs. Hill ,Zhang Weili  vs. Yan Xiaonan ,W/L,UFC Women's Strawweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Mike Bell 45 - 49.Ben Cartlidge 45 - 49.Chris Lee 45 - 49.,http://ufcstats.com/fight-details/66eddbe35056c06d
UFC 300: Pereira vs. Hill ,Justin Gaethje  vs. Max Holloway ,L/W,Lightweight Bout,KO/TKO ,5,4:59,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/cf5e8f98159c3971
UFC 300: Pereira vs. Hill ,Charles Oliveira  vs. Arman Tsarukyan ,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 29 - 28.Adalaide Byrd 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/01f7c28804746979
UFC 300: Pereira vs. Hill ,Bo Nickal  vs. Cody Brundage ,W/L,Middleweight Bout,Submission ,2,3:38,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke ,http://ufcstats.com/fight-details/0c2e3988793b418c
UFC 300: Pereira vs. Hill ,Jiri Prochazka  vs. Aleksandar Rakic ,W/L,Light Heavyweight Bout,KO/TKO ,2,3:17,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground ,http://ufcstats.com/fight-details/eda1e8c285a0a788
UFC 300: Pereira vs. Hill ,Calvin Kattar  vs. Aljamain Sterling ,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Ben Cartlidge 27 - 30.Sal D'amato 27 - 30.Ron McCarthy 27 - 30.,http://ufcstats.com/fight-details/d95f21817a56eb05
UFC 300: Pereira vs. Hill ,Holly Holm  vs. Kayla Harrison ,L/W,Women's Bantamweight Bout,Submission ,2,1:47,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke ,http://ufcstats.com/fight-details/b1ac165326d8f29e
UFC 300: Pereira vs. Hill ,Sodiq Yusuff  vs. Diego Lopes ,L/W,Featherweight Bout,KO/TKO ,1,1:29,3 Rnd (5-5-5),Mark Smith,Punches to Head From Back Control ,http://ufcstats.com/fight-details/538ca98010ed00ec
UFC 300: Pereira vs. Hill ,Jalin Turner  vs. Renato Moicano ,L/W,Lightweight Bout,KO/TKO ,2,4:11,3 Rnd (5-5-5),Herb Dean,Punches to Head From Mount ,http://ufcstats.com/fight-details/18824fa5c15c212f
UFC 300: Pereira vs. Hill ,Jessica Andrade  vs. Marina Rodriguez ,W/L,Women's Strawweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary 29 - 28.Adalaide Byrd 28 - 29.David Lethaby 28 - 29.,http://ufcstats.com/fight-details/603afedc31d95999
UFC 300: Pereira vs. Hill ,Bobby Green  vs. Jim Miller ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Chris Lee 27 - 29.David Lethaby 25 - 30.Tony Weeks 26 - 29.,http://ufcstats.com/fight-details/efdad54c8550e6e0
UFC 300: Pereira vs. Hill ,Deiveson Figueiredo  vs. Cody Garbrandt ,W/L,Bantamweight Bout,Submission ,2,4:02,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke ,http://ufcstats.com/fight-details/3ab0d8b344d2ebea
UFC Fight Night: Allen vs. Curtis 2 ,Brendan Allen  vs. Chris Curtis ,W/L,Middleweight Bout,Decision - Split ,5,5:00,5 Rnd (5-5-5-5-5),Mark Smith,Derek Cleary 47 - 48.Mike Bell 48 - 47.Eric Colon 46 - 49.,http://ufcstats.com/fight-details/3ce96bb0c69b39be
UFC Fight Night: Allen vs. Curtis 2 ,Alexander Hernandez  vs. Damon Jackson ,L/W,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Bryan Miner 30 - 27.Junichiro Kamijo 28 - 29.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/9c22ddb8d8fc1838
UFC Fight Night: Allen vs. Curtis 2 ,Morgan Charriere  vs. Chepe Mariscal ,L/W,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Mike Bell 28 - 29.Adalaide Byrd 30 - 27.Eric Colon 28 - 29.,http://ufcstats.com/fight-details/32375b4435fea5e6
UFC Fight Night: Allen vs. Curtis 2 ,Ignacio Bahamondes  vs. Christos Giagos ,W/L,Lightweight Bout,KO/TKO ,1,3:34,3 Rnd (5-5-5),Chris Tognoni,Kick to Head At Distance ,http://ufcstats.com/fight-details/6ff21ea2c75c48ed
UFC Fight Night: Allen vs. Curtis 2 ,Trevor Peek  vs. Charlie Campbell ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Chris Flores 27 - 30.Chris Leben 27 - 30.Bryan Miner 27 - 30.,http://ufcstats.com/fight-details/47f8812a335b6ce9
UFC Fight Night: Allen vs. Curtis 2 ,Court McGee  vs. Alex Morono ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29.Adalaide Byrd 28 - 29.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/0b9cd718d7e329e8
UFC Fight Night: Allen vs. Curtis 2 ,Valter Walker  vs. Lukasz Brzeski ,L/W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Eric Colon 28 - 29.Junichiro Kamijo 28 - 29.Rick Winter 28 - 29.,http://ufcstats.com/fight-details/ff5a8078ea85bbc7
UFC Fight Night: Allen vs. Curtis 2 ,Norma Dumont  vs. Germaine de Randamie ,W/L,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Mike Bell 28 - 29.Derek Cleary 28 - 29.Chris Flores 28 - 29.,http://ufcstats.com/fight-details/188e6416157e5a1f
UFC Fight Night: Allen vs. Curtis 2 ,Pedro Falcao  vs. Victor Hugo ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Chris Leben 27 - 30.Adalaide Byrd 28 - 29.Bryan Miner 28 - 29.,http://ufcstats.com/fight-details/5c3b8819dbe98114
UFC Fight Night: Allen vs. Curtis 2 ,Dan Argueta  vs. Jean Matsumoto ,L/W,Bantamweight Bout,Submission ,2,4:59,3 Rnd (5-5-5),Jason Herzog,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/1f7566c90343a680
UFC Fight Night: Allen vs. Curtis 2 ,Dylan Budka  vs. Cesar Almeida ,L/W,Middleweight Bout,KO/TKO ,2,2:13,3 Rnd (5-5-5),Mark Smith,Elbows to Head In Clinch ,http://ufcstats.com/fight-details/3cf5e0ebb5f8322c
UFC Fight Night: Allen vs. Curtis 2 ,Melissa Mullins  vs. Nora Cornolle ,L/W,Women's Bantamweight Bout,KO/TKO ,2,3:06,3 Rnd (5-5-5),Chris Tognoni,Knee to Body In Clinch ,http://ufcstats.com/fight-details/1685eecc7ef37fb5
UFC Fight Night: Blanchfield vs. Fiorot ,Erin Blanchfield  vs. Manon Fiorot ,L/W,Women's Flyweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Vitor Ribeiro,Eric Colon 45 - 50.Sal D'amato 45 - 50.Chris Lee 45 - 50.,http://ufcstats.com/fight-details/e6d4fdad2b3422d1
UFC Fight Night: Blanchfield vs. Fiorot ,Vicente Luque  vs. Joaquin Buckley ,L/W,Welterweight Bout,KO/TKO ,2,3:17,3 Rnd (5-5-5),Keith Peterson,Punches to Head From Guard ,http://ufcstats.com/fight-details/de12349f334c964e
UFC Fight Night: Blanchfield vs. Fiorot ,Chris Weidman  vs. Bruno Silva ,W/L,Middleweight Bout,Decision - Unanimous ,3,2:18,3 Rnd (5-5-5),Gary Copeland,Technical Decision - Eye PokeEric Colon 27 - 30.Sal D'amato 27 - 30.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/77992b8727382373
UFC Fight Night: Blanchfield vs. Fiorot ,Nursulton Ruziboev  vs. Sedriques Dumas ,W/L,Middleweight Bout,KO/TKO ,1,3:18,3 Rnd (5-5-5),Vitor Ribeiro,Punch to Head At Distance ,http://ufcstats.com/fight-details/e30250daa73005a8
UFC Fight Night: Blanchfield vs. Fiorot ,Bill Algeo  vs. Kyle Nelson ,L/W,Featherweight Bout,KO/TKO ,1,4:00,3 Rnd (5-5-5),Gary Copeland,Punches to Head At Distance ,http://ufcstats.com/fight-details/91aa08e910fb4412
UFC Fight Night: Blanchfield vs. Fiorot ,Chidi Njokuani  vs. Rhys McKee ,W/L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Mamunah Querido 29 - 28.Chris Lee 27 - 30.Sal D'amato 27 - 30.,http://ufcstats.com/fight-details/eb9f9f61507497a5
UFC Fight Night: Blanchfield vs. Fiorot ,Nate Landwehr  vs. Jamall Emmers ,W/L,Featherweight Bout,KO/TKO ,1,4:43,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance ,http://ufcstats.com/fight-details/636b01ee49925e49
UFC Fight Night: Blanchfield vs. Fiorot ,Virna Jandiroba  vs. Loopy Godinez ,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro,Eric Colon 28 - 29.Mamunah Querido 28 - 29.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/99dc6d45cbdfa322
UFC Fight Night: Blanchfield vs. Fiorot ,Julio Arce  vs. Herbert Burns ,W/L,Featherweight Bout,KO/TKO ,2,2:00,3 Rnd (5-5-5),Gary Copeland,Punch to Head At Distance ,http://ufcstats.com/fight-details/976abc27a4e5e26a
UFC Fight Night: Blanchfield vs. Fiorot ,Dennis Buzukja  vs. Connor Matthews ,W/L,Featherweight Bout,KO/TKO ,3,0:22,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance ,http://ufcstats.com/fight-details/f59cefe16905d62c
UFC Fight Night: Blanchfield vs. Fiorot ,Ibo Aslan  vs. Anton Turkalj ,W/L,Light Heavyweight Bout,KO/TKO ,3,1:32,3 Rnd (5-5-5),Gary Copeland,Punch to Head At Distance ,http://ufcstats.com/fight-details/697e38075fd41819
UFC Fight Night: Blanchfield vs. Fiorot ,Andre Petroski  vs. Jacob Malkoun ,L/W,Middleweight Bout,KO/TKO ,2,0:39,3 Rnd (5-5-5),Gary Copeland,Kick to Body On GroundPetroski hit head on takedown attempt,http://ufcstats.com/fight-details/ce33085fc5205bab
UFC Fight Night: Blanchfield vs. Fiorot ,Angel Pacheco  vs. Caolan Loughran ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro,Adrian Castro 27 - 30.Eric Colon 27 - 30.Dave Tirelli 27 - 30.,http://ufcstats.com/fight-details/17e8ab0065e9085f
UFC Fight Night: Ribas vs. Namajunas ,Amanda Ribas  vs. Rose Namajunas ,L/W,Women's Flyweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Mike Bell 46 - 49.Junichiro Kamijo 46 - 49.Sal D'amato 47 - 48.,http://ufcstats.com/fight-details/faf19712bd7ea41e
UFC Fight Night: Ribas vs. Namajunas ,Karl Williams  vs. Justin Tafa ,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Jacob Montalvo 27 - 30.Mike Bell 28 - 29.Chris Flores 28 - 29.,http://ufcstats.com/fight-details/cd6452a463ec8a28
UFC Fight Night: Ribas vs. Namajunas ,Edmen Shahbazyan  vs. AJ Dobson ,W/L,Middleweight Bout,KO/TKO ,1,4:33,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground ,http://ufcstats.com/fight-details/d564e3a6c77d0c85
UFC Fight Night: Ribas vs. Namajunas ,Payton Talbott  vs. Cameron Saaiman ,W/L,Bantamweight Bout,KO/TKO ,2,0:21,3 Rnd (5-5-5),Chris Tognoni,Punches to Head On Ground ,http://ufcstats.com/fight-details/127be512f86618b2
UFC Fight Night: Ribas vs. Namajunas ,Billy Quarantillo  vs. Youssef Zalal ,L/W,Featherweight Bout,Submission ,2,1:50,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/72f123ddb4cc9d1c
UFC Fight Night: Ribas vs. Namajunas ,Fernando Padilla  vs. Luis Pajuelo ,W/L,Featherweight Bout,Submission ,1,2:45,3 Rnd (5-5-5),Jason Herzog,D'Arce Choke In Clinch ,http://ufcstats.com/fight-details/a1294453a28beda3
UFC Fight Night: Ribas vs. Namajunas ,Kurt Holobaugh  vs. Trey Ogden ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 27 - 30.Chris Leben 27 - 30.Jacob Montalvo 27 - 30.,http://ufcstats.com/fight-details/de7cb625bdec0f91
UFC Fight Night: Ribas vs. Namajunas ,Ricardo Ramos  vs. Julian Erosa ,L/W,Featherweight Bout,Submission ,1,2:15,3 Rnd (5-5-5),Chris Tognoni,Guillotine Choke From Guard ,http://ufcstats.com/fight-details/8c8337ce8437fe2e
UFC Fight Night: Ribas vs. Namajunas ,Miles Johns  vs. Cody Gibson ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 27 - 30.Chris Flores 27 - 30.Chris Leben 27 - 30.,http://ufcstats.com/fight-details/48ff3f1bcefbf965
UFC Fight Night: Ribas vs. Namajunas ,Jarno Errens  vs. Steven Nguyen ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 27 - 30.Chris Flores 27 - 30.Jacob Montalvo 27 - 30.,http://ufcstats.com/fight-details/0e6782b758451063
UFC Fight Night: Ribas vs. Namajunas ,Montserrat Rendon  vs. Daria Zhelezniakova ,L/W,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/f1c3abce15ef053e
UFC Fight Night: Ribas vs. Namajunas ,Igor Severino  vs. Andre Lima ,L/W,Flyweight Bout,DQ ,2,2:52,3 Rnd (5-5-5),Chris Tognoni,Biting by Severino,http://ufcstats.com/fight-details/f4ea27d942a390a5
UFC Fight Night: Ribas vs. Namajunas ,Mohammed Usman  vs. Mick Parkin ,L/W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29.Adalaide Byrd 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/3223b7e196a07224
UFC Fight Night: Tuivasa vs. Tybura ,Tai Tuivasa  vs. Marcin Tybura ,L/W,Heavyweight Bout,Submission ,1,4:08,5 Rnd (5-5-5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/8bc0c220f7dcefa7
UFC Fight Night: Tuivasa vs. Tybura ,Bryan Battle  vs. Ange Loosa ,NC/NC,Welterweight Bout,Could Not Continue ,2,1:00,3 Rnd (5-5-5),Mike Beltran,Eye Poke by Battle,http://ufcstats.com/fight-details/a7fd9da657bbce8e
UFC Fight Night: Tuivasa vs. Tybura ,Ovince Saint Preux  vs. Kennedy Nzechukwu ,W/L,Light Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mark Smith,Adalaide Byrd 28 - 29.Derek Cleary 29 - 28.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/35f9beb94b4ef9e2
UFC Fight Night: Tuivasa vs. Tybura ,Christian Rodriguez  vs. Isaac Dulgarian ,W/L,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Sal D'amato 27 - 28.Anthony Maness 28 - 27.Ron McCarthy 27 - 28.,http://ufcstats.com/fight-details/acc7392d48cc09a0
