FIGHTER,WEIGHT,AGE,HEIGHT,REACH,STANCE,SLpM,Str. Acc %,TD Avg 15min,TD Acc %,Sub. Avg 15min,SApM,Str. Def %,TD Def. %
Jesse Fujarczyk,225 lbs.,42.83561643835616,193.04,,Southpaw,1.03,0.33,0.0,0.0,0.0,4.91,0.38,0.25
Katsuhisa Fujii,205 lbs.,53.295890410958904,182.88,,Orthodox,4.0,0.5,2.14,0.25,2.1,4.43,0.64,0.5
Megumi Fujii,113 lbs.,51.6,160.02,,,2.4,0.42,0.0,0.0,12.0,0.0,1.0,0.0
Kazuyuki Fujita,235 lbs.,55.12876712328767,182.88,,Orthodox,1.05,0.49,2.78,0.36,0.6,1.99,0.52,0.85
Keisuke Fujiwara,139 lbs.,43.2,167.64000000000001,,Switch,0.73,0.44,0.0,0.0,2.5,1.2,0.47,0.23
Riki Fukuda,185 lbs.,44.895890410958906,182.88,185.42000000000002,Southpaw,4.24,0.43,2.17,0.43,0.0,3.71,0.64,0.7
Masio Fullen,145 lbs.,39.14520547945205,177.8,177.8,Orthodox,2.46,0.32,0.47,0.33,0.0,3.5,0.54,0.69
Travis Fulton,240 lbs.,48.50684931506849,182.88,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Fulton,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Masakatsu Funaki,185 lbs.,56.723287671232875,182.88,,Southpaw,1.82,0.68,0.0,0.0,5.5,2.92,0.35,0.0
Ricardo Funch,170 lbs.,45.293150684931504,177.8,187.96,Southpaw,2.61,0.65,1.24,0.18,0.0,3.57,0.4,0.6
Katsuaki Furuki,168 lbs.,45.05205479452055,182.88,,,0.27,0.1,0.0,0.0,3.0,2.67,0.39,0.0
James Gabert,178 lbs.,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gustavo Gabriel,125 lbs.,31.654794520547945,167.64000000000001,,Orthodox,4.06,0.65,0.0,0.0,0.0,4.26,0.46,0.5
Claudia Gadelha,115 lbs.,36.97260273972603,162.56,160.02,Orthodox,3.31,0.41,3.03,0.42,0.7,4.57,0.57,0.58
Alavutdin Gadjiev,185 lbs.,43.43561643835616,187.96,,Orthodox,0.99,0.27,0.0,0.0,0.0,0.99,0.57,0.5
Magomed Gadzhiyasulov,205 lbs.,32.06027397260274,187.96,190.5,Orthodox,2.89,0.49,3.67,0.73,0.0,1.64,0.62,0.61
Justin Gaethje,155 lbs.,37.035616438356165,180.34,177.8,Orthodox,6.59,0.58,0.1,0.14,0.0,7.18,0.51,0.68
Sheila Gaff,135 lbs.,35.912328767123284,165.1,,Orthodox,1.6,0.5,0.0,0.0,0.0,2.89,0.28,0.2
Muin Gafurov,135 lbs.,29.526027397260275,170.18,172.72,Orthodox,2.89,0.45,1.47,0.26,0.0,2.21,0.52,0.7
Mitch Gagnon,135 lbs.,41.134246575342466,165.1,165.1,Southpaw,2.76,0.46,1.16,0.25,1.9,2.21,0.61,0.65
Brandon Gaines,185 lbs.,43.76164383561644,190.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travis Galbraith,170 lbs.,44.534246575342465,182.88,,Orthodox,2.21,0.4,1.33,0.25,1.3,3.45,0.48,0.0
Dave Galera,135 lbs.,47.88219178082192,180.34,,Orthodox,1.67,0.69,0.0,0.0,2.0,0.53,0.33,0.14
Zelg Galesic,185 lbs.,46.78630136986301,187.96,,Orthodox,4.86,0.62,1.3,1.0,1.3,0.61,0.66,0.2
Mickey Gall,170 lbs.,33.846575342465755,187.96,187.96,Switch,3.5,0.49,1.15,0.32,1.6,4.72,0.49,0.37
Daniel Gallemore,265 lbs.,,195.58,,,3.1,0.41,0.0,0.0,0.0,6.0,0.52,0.0
Tom Gallicchio,170 lbs.,39.18082191780822,177.8,,Southpaw,3.53,0.26,1.0,0.11,0.0,7.07,0.43,0.0
Turrell Galloway,145 lbs.,49.3041095890411,160.02,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Galvan,155 lbs.,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Galvao,168 lbs.,43.16712328767123,170.18,,Orthodox,2.34,0.52,2.02,0.27,2.8,1.56,0.58,0.0
Marcos Galvao,135 lbs.,44.43561643835616,170.18,,Orthodox,1.97,0.32,2.27,0.28,1.1,3.86,0.61,0.88
Lucas Gamaza,170 lbs.,,,,,7.57,0.31,0.0,0.0,0.0,6.99,0.45,0.0
Joey Gambino,145 lbs.,37.087671232876716,170.18,,Orthodox,2.47,0.35,0.0,0.0,0.8,2.53,0.51,0.42
Manvel Gamburyan,135 lbs.,44.56164383561644,165.1,170.18,Orthodox,2.13,0.41,3.26,0.34,0.7,2.83,0.55,0.69
Mateusz Gamrot,155 lbs.,34.961643835616435,177.8,177.8,Southpaw,3.29,0.51,5.15,0.37,0.1,2.96,0.59,0.83
Shamil Gamzatov,205 lbs.,35.3013698630137,187.96,193.04,Orthodox,5.35,0.48,0.0,0.0,0.0,3.46,0.51,0.5
Ryan Gandra,185 lbs.,30.553424657534247,185.42000000000002,187.96,Orthodox,11.23,0.51,0.0,0.0,0.0,2.11,0.79,1.0
Ariel Gandulla,205 lbs.,57.57260273972603,180.34,,Orthodox,1.95,0.23,1.88,0.66,0.0,2.07,0.72,0.0
Ciryl Gane,247 lbs.,35.62739726027397,193.04,205.74,Orthodox,5.29,0.61,0.68,0.25,0.6,2.33,0.6,0.47
Sean Gannon,265 lbs.,,190.5,,Southpaw,0.0,0.0,0.0,0.0,0.0,6.38,0.28,0.5
Tommy Gantt,155 lbs.,32.87945205479452,180.34,193.04,Orthodox,1.08,1.0,10.78,0.4,5.4,0.36,0.66,0.0
Junye Gao,125 lbs.,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Garagorri,145 lbs.,36.5013698630137,175.26,177.8,Orthodox,3.42,0.51,0.48,1.0,0.0,2.36,0.58,0.61
Cody Garbrandt,135 lbs.,34.391780821917806,172.72,165.1,Orthodox,2.88,0.39,0.93,0.27,0.0,3.64,0.59,0.83
Leonard Garcia,145 lbs.,46.38082191780822,177.8,172.72,Orthodox,2.77,0.24,0.3,0.26,0.5,4.79,0.52,0.42
Edgar Garcia,170 lbs.,41.76712328767123,177.8,180.34,Orthodox,3.16,0.29,2.21,0.57,0.6,4.23,0.6,0.5
Alejandro Garcia,145 lbs.,45.10958904109589,170.18,,,1.22,0.62,8.55,0.87,0.0,1.14,0.65,0.66
Alex Garcia,170 lbs.,38.37534246575343,175.26,182.88,Orthodox,1.81,0.31,3.72,0.52,0.1,3.03,0.59,0.66
Nick Garcia,125 lbs.,,162.56,,,0.67,0.25,0.0,0.0,5.1,3.03,0.5,0.83
Steve Garcia,145 lbs.,33.515068493150686,182.88,190.5,Southpaw,5.39,0.49,0.86,0.4,0.4,2.12,0.59,0.88
Elias Garcia,125 lbs.,33.202739726027396,165.1,170.18,Southpaw,1.59,0.27,0.68,0.14,1.4,5.05,0.5,0.33
Rafa Garcia,155 lbs.,31.30958904109589,170.18,177.8,Orthodox,4.31,0.45,3.13,0.44,0.5,4.54,0.61,0.76
Fernie Garcia,135 lbs.,33.62465753424657,170.18,170.18,Orthodox,2.04,0.34,0.28,0.5,0.6,3.79,0.48,0.5
Rulon Gardner,265 lbs.,54.295890410958904,190.5,,Orthodox,2.05,0.25,0.75,1.0,0.0,1.45,0.6,1.0
David Gardner,155 lbs.,48.53972602739726,180.34,,Orthodox,0.17,1.0,0.0,0.0,0.0,0.34,0.0,0.66
Pablo Garza,145 lbs.,42.202739726027396,185.42000000000002,185.42000000000002,Orthodox,3.37,0.44,0.94,0.25,1.3,2.7,0.5,0.15
Azamat Gashimov,125 lbs.,35.64109589041096,167.64000000000001,,Orthodox,1.24,0.21,1.69,0.25,0.0,4.75,0.53,0.0
Brian Gassaway,170 lbs.,53.31780821917808,185.42000000000002,,Orthodox,0.34,0.26,0.0,0.0,0.0,3.65,0.44,0.42
Kelvin Gastelum,185 lbs.,34.09315068493151,175.26,180.34,Southpaw,3.67,0.42,1.01,0.34,0.1,3.53,0.57,0.6
Willie Gates,125 lbs.,38.85205479452055,172.72,182.88,Orthodox,1.8,0.38,0.0,0.0,0.4,4.28,0.38,0.67
Melissa Gatto,135 lbs.,29.567123287671233,165.1,175.26,Orthodox,3.78,0.49,1.47,0.28,0.5,2.84,0.54,0.63
Sean Gauci,125 lbs.,29.134246575342466,165.1,162.56,Switch,5.07,0.59,4.0,0.44,0.0,5.8,0.68,1.0
Louis Gaudinot,125 lbs.,41.25205479452055,160.02,160.02,Orthodox,2.34,0.37,0.57,0.4,1.1,6.42,0.48,0.31
Ateba Gautier,185 lbs.,23.624657534246577,193.04,205.74,Switch,6.57,0.6,0.98,1.0,0.0,1.95,0.53,0.92
Manuel Gaxhja,155 lbs.,28.34246575342466,172.72,,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shamil Gaziev,265 lbs.,35.794520547945204,193.04,198.12,Orthodox,2.57,0.48,0.96,0.3,0.3,3.87,0.44,0.83
Charlene Gellner,125 lbs.,,157.48,,,2.01,0.42,0.0,0.0,1.7,3.24,0.43,0.0
Chad George,135 lbs.,43.583561643835615,167.64000000000001,172.72,Southpaw,1.26,0.5,3.08,0.46,1.3,1.11,0.65,0.0
Paul Georgieff,170 lbs.,43.18630136986302,187.96,,Orthodox,2.55,0.4,0.0,0.0,0.0,2.34,0.35,0.0
Brian Geraghty,155 lbs.,45.06849315068493,170.18,,Orthodox,0.47,0.25,0.0,0.0,0.0,9.77,0.36,0.5
Derek Getzel,155 lbs.,,182.88,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karine Gevorgyan,125 lbs.,36.72054794520548,162.56,160.02,,1.2,0.2,0.0,0.0,0.0,1.8,0.76,0.0
Yanis Ghemmouri,135 lbs.,30.838356164383562,175.26,175.26,Orthodox,2.29,0.38,0.0,0.0,0.0,5.14,0.35,0.0
Darrel Gholar,194 lbs.,63.07397260273972,172.72,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiki Ghosn,170 lbs.,48.8054794520548,177.8,,Orthodox,2.78,0.46,0.41,0.5,0.0,2.94,0.58,0.61
Christos Giagos,155 lbs.,35.843835616438355,177.8,180.34,Orthodox,3.03,0.41,2.84,0.36,0.4,3.21,0.5,0.52
Joe Giannetti,155 lbs.,30.394520547945206,182.88,187.96,Southpaw,1.93,0.38,1.0,0.16,0.0,2.8,0.4,0.0
Nick Gibbons,155 lbs.,,177.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Giboo,170 lbs.,47.8986301369863,180.34,,Orthodox,1.2,0.27,0.0,0.0,0.0,7.08,0.39,0.0
Lance Gibson,185 lbs.,55.032876712328765,175.26,,Orthodox,1.21,0.75,0.0,0.0,0.0,6.44,0.2,0.0
Lee Gibson,155 lbs.,49.446575342465756,170.18,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Gibson,135 lbs.,38.21369863013699,177.8,180.34,Orthodox,3.63,0.46,2.12,0.37,0.6,3.22,0.57,0.69
Chase Gibson,155 lbs.,35.8027397260274,177.8,182.88,Orthodox,3.13,0.54,0.0,0.0,0.0,6.4,0.52,0.0
Kenny Giddens,155 lbs.,40.843835616438355,180.34,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Gifford,155 lbs.,33.33698630136986,185.42000000000002,190.5,Orthodox,3.97,0.37,0.5,0.33,0.0,6.45,0.37,0.33
Joseph Gigliotti,185 lbs.,32.28767123287671,180.34,,Orthodox,1.04,0.39,1.56,1.0,0.8,2.92,0.45,0.5
Joey Gilbert,155 lbs.,49.487671232876714,180.34,,Orthodox,0.61,0.42,0.0,0.0,0.0,4.44,0.31,0.0
Trevin Giles,170 lbs.,33.30684931506849,182.88,187.96,Orthodox,3.17,0.54,1.07,0.5,0.3,2.39,0.58,0.72
Kultar Gill,154 lbs.,46.68767123287671,182.88,,Orthodox,1.14,0.5,1.71,0.66,0.0,0.4,0.41,0.38
Jesse Gillespie,185 lbs.,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gregor Gillespie,155 lbs.,39.04109589041096,170.18,180.34,Orthodox,3.74,0.52,6.86,0.48,0.8,2.3,0.57,1.0
Jason Gilliam,170 lbs.,53.084931506849315,182.88,,Orthodox,0.79,0.33,0.0,0.0,0.0,3.14,0.42,0.0
Micheal Gillmore,170 lbs.,38.67123287671233,180.34,182.88,Orthodox,2.04,0.57,0.0,0.0,0.0,3.02,0.43,0.5
Krishaun Gilmore,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Gilpin,145 lbs.,33.67123287671233,170.18,,Orthodox,6.8,0.54,2.17,0.25,2.2,12.29,0.42,0.0
Bob Gilstrap,200 lbs.,,190.5,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Gimenis,256 lbs.,32.61917808219178,187.96,190.5,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eperaim Ginting,135 lbs.,29.98904109589041,162.56,162.56,Orthodox,0.0,0.0,15.52,1.0,0.0,0.0,1.0,0.0
Demetrius Gioulacos,185 lbs.,,180.34,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Giovanella,125 lbs.,40.273972602739725,172.72,,,1.27,0.4,0.87,0.12,1.7,2.02,0.52,1.0
He-Man Gipson,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Israel Giron,155 lbs.,51.87397260273973,172.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Girtz,155 lbs.,40.73150684931507,170.18,,,2.5,0.6,5.76,1.0,0.0,1.92,0.47,1.0
Jason Glaza,230 lbs.,,182.88,,,4.34,0.54,4.34,1.0,4.3,0.43,0.4,0.0
Mike Glenn,205 lbs.,48.14246575342466,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricky Glenn,170 lbs.,36.62739726027397,182.88,177.8,Southpaw,3.79,0.42,0.72,0.13,0.4,4.3,0.51,0.69
Ivan Gnizditskiy,205 lbs.,29.545205479452054,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Godbeer,240 lbs.,42.01917808219178,193.04,195.58,Orthodox,3.97,0.53,0.0,0.0,0.0,3.3,0.54,0.28
Clint Godfrey,135 lbs.,43.106849315068494,167.64000000000001,,Southpaw,0.57,0.31,0.85,0.25,0.0,0.96,0.65,0.5
Loopy Godinez,115 lbs.,32.221917808219175,157.48,154.94,Orthodox,4.51,0.49,2.96,0.41,0.9,4.03,0.62,0.81
Jason Godsey,230 lbs.,61.92328767123288,187.96,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan Goes,205 lbs.,54.61917808219178,182.88,,Orthodox,0.64,0.52,1.75,0.4,2.6,1.35,0.41,0.0
Billy Ray Goff,170 lbs.,27.438356164383563,177.8,182.88,Switch,7.51,0.46,1.75,0.16,0.0,5.02,0.59,0.66
Amiran Gogoladze,170 lbs.,27.96164383561644,185.42000000000002,187.96,Switch,1.64,0.66,0.0,0.0,0.0,0.82,0.0,0.0
Jonny Goh,155 lbs.,,180.34,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannah Goldy,115 lbs.,33.52602739726027,162.56,154.94,Orthodox,5.19,0.47,0.66,0.12,0.2,4.67,0.5,0.54
Marcelo Golm,249 lbs.,33.1972602739726,190.5,190.5,Orthodox,4.27,0.58,0.45,0.5,0.5,4.3,0.45,0.87
Denise Gomes,115 lbs.,25.904109589041095,157.48,160.02,Orthodox,4.59,0.5,1.19,0.36,0.8,3.04,0.51,0.67
Sergio Gomez,155 lbs.,43.586301369863016,167.64000000000001,,Orthodox,1.5,0.42,2.57,0.66,0.0,1.16,0.56,0.31
Frank Gomez,135 lbs.,39.66301369863014,177.8,170.18,Orthodox,1.52,0.48,1.14,0.6,0.8,0.79,0.66,0.7
Alan Gomez,155 lbs.,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Gomez,155 lbs.,42.30958904109589,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ulysses Gomez,125 lbs.,42.515068493150686,167.64000000000001,,Orthodox,2.72,0.25,0.0,0.0,0.0,3.57,0.68,0.0
Joey Gomez,135 lbs.,39.35616438356164,177.8,185.42000000000002,Orthodox,2.44,0.28,0.62,1.0,0.0,4.46,0.55,0.5
Luis Gomez,145 lbs.,30.827397260273973,170.18,172.72,Orthodox,1.57,0.33,4.48,0.5,0.0,4.03,0.55,0.33
Joey Gomez,155 lbs.,36.24657534246575,177.8,180.34,Orthodox,3.73,0.49,2.0,0.28,0.0,3.33,0.5,0.0
Edson Gomez,170 lbs.,34.75890410958904,172.72,175.26,Switch,2.66,0.32,0.0,0.0,0.0,8.78,0.45,0.0
Silvana Gomez Juarez,115 lbs.,40.97808219178082,160.02,165.1,Orthodox,4.26,0.32,0.0,0.0,0.0,4.04,0.61,0.3
Takanori Gomi,155 lbs.,47.18904109589041,170.18,177.8,Southpaw,3.81,0.41,1.23,0.65,0.8,3.52,0.6,0.63
William Gomis,145 lbs.,28.45205479452055,182.88,185.42000000000002,Southpaw,3.48,0.49,0.86,0.38,0.3,2.76,0.61,0.72
Akihiro Gono,170 lbs.,51.15068493150685,170.18,172.72,Switch,2.18,0.48,1.01,0.84,0.5,2.67,0.63,0.46
Gabriel Gonzaga,242 lbs.,46.536986301369865,187.96,193.04,Orthodox,2.12,0.45,2.8,0.39,1.1,2.94,0.57,0.66
Justin Gonzales,145 lbs.,34.583561643835615,175.26,182.88,Orthodox,6.67,0.8,14.0,0.73,0.0,0.87,0.43,1.0
Fernando Gonzalez,170 lbs.,42.205479452054796,175.26,172.72,Southpaw,4.47,0.47,0.86,0.33,1.4,4.03,0.65,0.43
Nick Gonzalez,155 lbs.,44.74246575342466,167.64000000000001,,Orthodox,0.59,0.2,0.0,0.0,0.0,2.35,0.33,0.5
Fabian Gonzalez,135 lbs.,,177.8,,,3.9,0.48,0.0,0.0,0.0,4.39,0.51,0.66
Lewis Gonzalez,170 lbs.,38.19178082191781,177.8,,Orthodox,1.4,0.37,2.0,0.33,0.0,1.87,0.41,0.62
Jason Gonzalez,155 lbs.,35.74520547945205,187.96,187.96,Southpaw,3.06,0.39,0.0,0.0,1.0,3.13,0.58,0.3
Pearl Gonzalez,115 lbs.,39.295890410958904,162.56,,Orthodox,2.23,0.37,1.04,0.11,0.5,4.07,0.57,0.0
Jorge Gonzalez,205 lbs.,41.74794520547945,187.96,193.04,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikey Gonzalez,155 lbs.,40.293150684931504,180.34,187.96,Orthodox,0.91,0.16,0.0,0.0,0.0,14.55,0.11,0.0
Erick Gonzalez,155 lbs.,33.85205479452055,180.34,190.5,Orthodox,2.4,0.36,6.0,0.55,0.0,8.08,0.4,0.5
Jennifer Gonzalez,125 lbs.,39.68767123287671,157.48,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kier Gooch,155 lbs.,39.605479452054794,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lyman Good,170 lbs.,40.50958904109589,182.88,187.96,Orthodox,5.34,0.48,0.27,1.0,0.0,4.01,0.63,0.75
Jared Gooden,170 lbs.,31.975342465753425,182.88,195.58,Orthodox,4.4,0.48,0.91,0.45,0.4,6.74,0.45,0.65
Gary Goodridge,249 lbs.,59.87671232876713,190.5,,Orthodox,1.84,0.56,0.4,1.0,0.8,2.14,0.48,0.53
Jordan Goodwin,155 lbs.,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerard Gordeau,216 lbs.,66.68493150684931,195.58,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddie Gordon,185 lbs.,42.35616438356164,182.88,193.04,Orthodox,2.03,0.32,1.93,0.83,0.0,2.57,0.6,0.63
Jared Gordon,155 lbs.,37.224657534246575,175.26,172.72,Orthodox,5.64,0.53,1.78,0.32,0.0,4.14,0.55,0.6
Tebaris Gordon,265 lbs.,37.35890410958904,185.42000000000002,,Orthodox,3.53,0.16,0.0,0.0,0.0,49.41,0.22,0.0
Malcolm Gordon,125 lbs.,35.52602739726027,170.18,180.34,Switch,2.5,0.45,1.72,0.35,1.0,2.0,0.43,0.26
Tresean Gore,185 lbs.,31.432876712328767,182.88,190.5,Switch,2.76,0.42,1.83,0.75,0.9,7.48,0.4,0.88
Alex Gorgees,155 lbs.,30.293150684931508,187.96,187.96,Switch,0.67,0.32,0.0,0.0,0.0,2.27,0.38,0.54
Themba Gorimbo,170 lbs.,34.843835616438355,185.42000000000002,195.58,Orthodox,2.72,0.6,5.07,0.65,0.4,1.32,0.51,0.72
Tim Gorman,135 lbs.,42.586301369863016,165.1,,Southpaw,2.73,0.31,1.0,0.09,0.0,5.57,0.46,0.33
Chase Gormley,265 lbs.,42.3013698630137,190.5,,Orthodox,3.6,0.42,3.12,0.42,1.0,6.03,0.44,0.0
Jonathan Goulet,170 lbs.,46.38356164383562,182.88,185.42000000000002,Orthodox,1.61,0.41,4.17,0.7,0.6,2.01,0.46,0.45
Thibault Gouti,155 lbs.,38.75068493150685,177.8,182.88,Orthodox,3.68,0.34,1.23,0.8,0.3,5.64,0.5,0.83
Wilson Gouveia,185 lbs.,47.15890410958904,185.42000000000002,193.04,Orthodox,3.02,0.39,0.9,0.66,2.2,4.06,0.56,0.57
Todd Gouwenberg,205 lbs.,51.18356164383562,185.42000000000002,,Orthodox,0.52,0.23,1.57,0.33,0.0,2.93,0.42,0.5
Hugo Govea,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Governale,145 lbs.,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damian Grabowski,241 lbs.,45.55068493150685,185.42000000000002,190.5,Orthodox,4.0,0.36,0.0,0.0,0.0,7.65,0.51,0.0
Patryk Grabowski,205 lbs.,30.03835616438356,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royce Gracie,175 lbs.,58.97534246575343,185.42000000000002,,Southpaw,0.88,0.41,0.0,0.0,0.8,1.13,0.37,0.66
Crosley Gracie,190 lbs.,46.36986301369863,175.26,,Orthodox,1.69,0.37,3.46,0.85,0.6,1.54,0.6,0.5
Daniel Gracie,225 lbs.,53.42739726027397,187.96,,Orthodox,1.9,0.38,0.36,1.0,2.1,1.33,0.59,0.8
Ralph Gracie,183 lbs.,54.52328767123288,175.26,,Orthodox,0.86,0.37,0.0,0.0,4.0,1.72,0.31,0.25
Renzo Gracie,185 lbs.,58.73150684931507,177.8,,Orthodox,1.71,0.41,1.13,0.2,0.8,1.67,0.55,0.4
Rickson Gracie,185 lbs.,67.04109589041096,177.8,,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Gracie,183 lbs.,50.64109589041096,182.88,,Orthodox,1.34,0.51,1.49,0.5,0.4,0.86,0.46,0.75
Royler Gracie,150 lbs.,59.99178082191781,172.72,,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Gracie,200 lbs.,51.298630136986304,175.26,,Orthodox,0.82,0.61,2.83,0.75,0.9,0.5,0.4,0.25
Ralek Gracie,210 lbs.,40.15068493150685,187.96,,Orthodox,1.61,0.46,2.5,0.75,1.7,1.05,0.55,0.0
Rolles Gracie,242 lbs.,47.38082191780822,193.04,,Orthodox,2.3,0.32,2.3,0.1,0.0,3.38,0.55,0.0
Cesar Gracie,181 lbs.,,177.8,,Orthodox,0.0,0.0,0.0,0.0,0.0,17.14,0.5,0.0
Roger Gracie,185 lbs.,44.175342465753424,193.04,200.66,Orthodox,1.78,0.35,1.87,0.53,1.9,1.79,0.61,0.6
Igor Gracie,170 lbs.,45.81917808219178,180.34,,,1.86,0.6,3.72,0.5,3.7,0.99,0.5,0.0
Neiman Gracie,170 lbs.,,182.88,,,0.77,1.0,5.77,1.0,5.8,0.38,0.75,0.0
Kron Gracie,145 lbs.,37.38082191780822,175.26,177.8,Southpaw,2.95,0.42,0.35,0.25,0.7,5.73,0.51,0.0
Bogdan Grad,145 lbs.,30.161643835616438,172.72,177.8,Orthodox,4.44,0.51,3.31,0.36,0.0,5.4,0.49,0.75
Steven Graham,290 lbs.,,185.42000000000002,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Graham,185 lbs.,,193.04,,Orthodox,0.91,0.42,0.0,0.0,0.0,2.27,0.28,0.0
Miranda Granger,115 lbs.,33.62191780821918,170.18,172.72,Orthodox,2.79,0.47,0.0,0.0,0.0,2.57,0.57,0.33
TJ Grant,155 lbs.,41.75616438356165,177.8,182.88,Orthodox,3.95,0.54,1.63,0.43,0.6,3.21,0.56,0.36
Davey Grant,135 lbs.,39.945205479452056,172.72,175.26,Orthodox,5.14,0.44,1.03,0.4,0.2,3.82,0.55,0.63
Dwight Grant,185 lbs.,41.205479452054796,185.42000000000002,193.04,Switch,3.29,0.36,0.61,1.0,0.0,2.66,0.6,0.66
Alexa Grasso,125 lbs.,32.298630136986304,165.1,167.64000000000001,Orthodox,4.11,0.41,0.41,0.35,0.6,3.73,0.58,0.54
Tony Gravely,135 lbs.,34.16438356164384,165.1,175.26,Orthodox,3.82,0.48,5.4,0.41,0.3,4.47,0.44,0.52
Michael Graves,170 lbs.,34.88493150684931,177.8,180.34,Orthodox,1.25,0.54,4.8,0.52,0.4,1.47,0.58,0.66
Shelton Graves,255 lbs.,40.0986301369863,187.96,193.04,Southpaw,2.19,0.69,4.86,0.57,0.0,0.81,0.33,0.0
James Gray,135 lbs.,38.09315068493151,175.26,,Orthodox,2.61,0.5,0.0,0.0,0.0,18.26,0.44,0.0
Kevin Gray,125 lbs.,40.57260273972603,162.56,170.18,Orthodox,3.45,0.62,0.0,0.0,0.0,4.48,0.66,0.0
Sam Greco,205 lbs.,58.586301369863016,187.96,,Orthodox,2.4,0.75,0.0,0.0,1.0,1.33,0.53,0.25
King Green,155 lbs.,39.21917808219178,177.8,180.34,Orthodox,6.4,0.52,1.22,0.39,0.3,3.72,0.62,0.74
Desmond Green,155 lbs.,36.12876712328767,177.8,185.42000000000002,Southpaw,3.7,0.46,1.62,0.5,0.0,2.51,0.69,0.75
Gabe Green,155 lbs.,32.56986301369863,177.8,185.42000000000002,Switch,5.6,0.45,0.71,0.5,0.5,6.19,0.47,0.5
Maurice Greene,258 lbs.,39.4,200.66,203.2,Orthodox,3.28,0.45,0.0,0.0,0.4,3.61,0.45,0.27
Matt Grice,145 lbs.,44.33698630136986,172.72,177.8,Orthodox,4.09,0.53,2.19,0.37,0.5,2.69,0.56,0.82
Forrest Griffin,205 lbs.,46.70958904109589,190.5,195.58,Orthodox,4.38,0.36,1.05,0.48,0.7,2.81,0.61,0.57
Tyson Griffin,145 lbs.,41.608219178082194,167.64000000000001,172.72,Orthodox,3.71,0.41,1.87,0.46,0.9,2.3,0.65,0.59
Max Griffin,170 lbs.,39.9972602739726,180.34,193.04,Orthodox,3.76,0.47,1.28,0.4,0.3,3.7,0.58,0.7
Jordan Griffin,145 lbs.,35.74520547945205,177.8,185.42000000000002,Southpaw,2.52,0.46,1.45,0.35,1.9,3.02,0.5,0.42
Chad Griggs,205 lbs.,47.54520547945206,185.42000000000002,185.42000000000002,Orthodox,2.67,0.5,1.51,0.66,0.0,2.22,0.46,0.41
Charalampos Grigoriou,135 lbs.,33.657534246575345,170.18,170.18,Orthodox,2.62,0.48,2.62,0.8,0.0,3.97,0.46,0.9
